cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Assertion Roulette,Eager Test,Conditional Test Logic,Verbose Test
9,5,1,16,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,59,104,0,2,0,0,0,12,116,16,0,15,1,2,0,0,29,1,0,1,1,1,1
5,25,6,16,45,0.0,0.0,10,1,9,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,232,0,1,1,13,1,13,10,11,0,11,2,9,3,0,64,1,0,1,1,1,1
6,82,1,34,350,0.0,0.0,29,7,22,7,0,0,23,0,0,0,1,1,0,1,0,0,1,0,96,208,6,40,5,0,5,11,189,101,41,83,3,1,0,0,81,1,0,1,0,1,1
10,18,1,20,25,0.0,0.0,10,6,4,6,0,0,4,0,0,0,1,1,0,1,0,0,1,0,44,161,2,4,1,3,0,3,60,60,20,15,2,1,0,0,47,1,0,1,0,0,1
16,72,2,77,196,0.0,0.0,24,8,14,10,0,0,15,0,0,0,4,4,0,2,0,2,3,0,116,405,11,34,7,0,4,3,141,112,21,103,3,3,3,9,160,1,0,1,1,1,1
5,7,1,12,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,45,0,2,0,1,4,0,21,12,8,12,1,0,0,0,44,1,0,1,1,1,0
8,19,1,37,28,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,6,0,9,39,34,0,33,2,0,0,0,52,1,0,0,0,0,0
5,19,1,22,13,0.0,0.0,6,1,4,1,0,1,5,0,0,0,1,1,0,1,0,0,1,0,4,62,0,9,0,5,0,4,12,15,3,15,3,0,0,0,53,1,0,1,1,1,1
11,10,1,26,5,0.0,0.0,10,1,7,3,0,0,7,0,0,0,5,3,0,0,0,5,2,0,13,154,0,0,0,0,0,5,74,34,0,13,0,2,0,0,39,1,26,1,1,0,1
5,14,1,7,15,0.0,0.0,6,1,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,55,1,3,0,0,0,0,98,23,6,12,6,0,0,0,24,1,0,1,1,1,0
7,55,1,50,105,0.0,0.0,15,4,11,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,23,171,4,5,22,3,0,58,36,61,1,33,3,0,0,3,82,1,0,1,1,1,1
11,8,1,18,10,0.0,0.0,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,89,0,1,0,4,0,12,0,6,0,6,2,0,0,0,72,1,0,1,1,1,1
24,36,2,54,0,0.0,0.0,20,4,18,1,0,1,19,0,0,0,4,3,1,1,2,0,2,0,162,330,4,7,5,2,0,18,208,83,7,66,2,0,1,0,178,1,0,1,1,1,1
9,8,1,34,0,0.0,0.0,6,0,3,3,0,0,3,0,0,0,5,2,0,5,0,0,2,0,2,101,2,1,0,0,0,1,26,13,0,18,1,0,0,4,57,1,0,1,1,0,1
11,7,1,35,0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,10,0,0,10,0,0,0,0,2,96,1,0,0,3,0,0,41,13,0,12,2,0,0,3,42,1,0,1,1,0,1
10,91,1,71,575,0.0,0.0,50,0,38,12,0,0,38,0,0,0,1,0,0,1,0,0,0,0,18,566,1,34,3,0,6,2,201,152,38,133,2,2,0,0,148,1,0,1,1,1,1
1,2,1,8,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,2,0,0,1,1,0,0,1,18,1,0,1,0,0,0
7,11,1,18,10,,,5,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,50,2,4,1,0,0,0,17,17,3,16,2,0,0,0,30,1,0,0,0,1,0
2,1,1,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0
16,23,1,43,28,0.0,0.0,8,1,7,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,55,107,1,4,9,3,0,29,55,21,0,15,3,0,0,1,95,1,0,1,1,1,1
6,22,1,44,151,0.0,0.0,19,1,18,1,0,0,18,0,0,0,1,1,0,1,0,0,1,0,20,116,0,3,0,0,0,6,53,31,12,42,2,0,0,18,39,1,0,1,1,1,0
3,4,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,15,0,2,0,0,0,6,9,7,0,7,1,0,0,0,20,1,0,1,1,1,0
3,7,1,17,10,0.0,0.0,5,1,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,75,0,0,0,2,0,21,27,6,0,6,1,0,0,0,33,1,0,1,1,0,0
6,60,1,45,0,0.0,0.0,49,2,47,2,0,0,47,0,0,0,1,0,0,1,0,0,0,0,16,348,2,1,3,6,0,0,71,16,1,11,2,0,1,5,113,1,0,1,1,1,0
4,5,1,8,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,21,0,1,1,0,3,6,11,10,5,6,2,0,0,0,22,1,0,0,1,1,0
6,45,1,62,48,0.0,0.0,16,0,12,4,0,0,12,0,0,0,1,1,0,1,0,0,1,0,61,212,1,13,14,1,0,3,96,57,21,43,4,0,0,0,78,1,0,1,1,1,1
4,13,1,13,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,81,0,6,0,0,0,0,63,26,0,26,2,0,0,1,29,1,0,1,1,1,0
12,26,1,59,136,0.0,0.0,17,2,11,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,201,3,8,1,0,0,9,319,49,9,52,1,0,0,8,106,1,0,1,1,1,1
20,30,2,63,406,0.0,0.0,29,0,28,1,0,0,28,0,0,0,1,1,0,1,0,0,0,0,117,392,0,1,0,1,1,325,282,33,5,30,2,0,1,1,172,1,0,1,0,0,1
18,36,7,52,276,0.0,0.0,24,2,17,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,98,539,3,1,0,12,0,65,3,95,1,73,2,0,3,4,142,1,0,1,1,0,1
7,21,1,23,45,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,112,0,11,0,0,0,18,15,36,0,36,2,0,0,0,64,1,0,1,1,1,0
4,26,1,18,66,0.0,0.0,12,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,170,0,12,0,0,2,18,9,35,2,35,2,11,0,0,69,1,0,1,1,1,0
5,5,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,33,0,2,0,0,0,2,1,15,0,13,1,0,0,0,31,1,0,1,1,1,0
66,134,1,202,2076,0.0,0.0,77,23,37,40,0,0,38,0,0,0,8,7,0,8,0,0,7,0,804,1720,22,13,6,26,2,753,457,402,24,212,4,50,1,3,356,1,0,1,0,1,1
17,42,1,50,190,0.0,0.0,20,1,12,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,68,257,0,20,0,0,0,0,222,67,5,39,4,0,0,0,67,1,0,1,1,1,1
12,26,1,37,78,0.0,0.0,13,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,56,229,0,13,0,0,0,0,258,59,5,43,3,1,0,0,60,1,0,1,1,1,1
7,58,1,41,378,0.0,0.0,28,0,26,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,307,2,20,0,23,6,7,136,73,32,68,6,0,0,0,77,1,0,1,1,1,1
6,2,1,10,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,11,2,0,2,0,0,0,0,11,1,0,1,1,0,0
34,20,2,81,0,0.0,0.0,4,2,3,1,0,0,3,0,0,0,2,2,0,2,0,0,2,0,26,121,1,14,0,1,0,10,14,45,5,46,3,2,0,1,77,1,0,1,1,1,1
34,87,1,118,496,0.0,0.0,32,16,14,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,211,558,17,40,9,0,9,105,302,156,17,133,2,9,1,0,163,1,0,1,1,1,1
9,15,1,14,0,0.0,0.0,15,1,15,0,0,0,15,0,0,0,1,0,0,1,0,0,1,0,53,121,0,0,0,0,11,43,23,25,11,25,0,0,0,0,36,1,0,1,0,0,0
33,26,3,57,77,0.0,0.0,18,9,9,9,0,0,9,0,0,0,8,7,0,8,0,0,4,0,133,420,9,5,5,2,1,59,109,102,2,52,1,14,1,0,118,1,0,1,0,1,1
3,4,1,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,4,0,8,0,8,0,0,0,0,17,1,0,1,1,0,0
78,61,2,185,9,0.0,0.0,34,1,24,10,0,0,25,0,0,0,11,11,0,11,0,0,11,0,234,588,3,14,4,10,4,338,167,186,8,186,4,1,1,17,308,1,0,0,0,0,0
8,7,2,17,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,41,0,0,3,0,0,18,22,16,0,12,0,0,0,0,45,1,0,1,1,0,0
17,20,1,56,21,0.0,0.0,7,4,4,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,70,130,2,7,1,1,3,1,95,38,3,28,5,0,0,0,60,1,0,1,1,1,1
17,20,1,56,21,0.0,0.0,7,4,4,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,70,130,2,7,1,1,3,1,95,38,3,28,5,0,0,0,60,1,0,1,0,1,1
27,117,2,86,1419,0.0,0.0,54,2,49,5,0,0,49,0,0,0,2,1,0,2,0,0,2,0,183,713,1,18,2,20,7,790,497,54,142,44,3,0,0,3,299,1,0,1,1,1,1
27,117,2,86,1419,0.0,0.0,54,2,49,5,0,0,49,0,0,0,2,1,0,2,0,0,2,0,183,713,1,18,2,20,7,790,497,54,142,44,3,0,0,3,299,1,0,1,0,1,1
16,21,3,41,89,0.0,0.0,14,8,6,7,1,0,7,0,0,0,1,0,0,1,0,0,0,0,48,279,3,3,0,4,0,0,86,30,0,26,1,0,1,0,61,1,0,1,1,0,1
12,19,1,34,35,0.0,0.0,11,3,9,2,0,0,9,0,0,0,4,4,0,0,0,4,0,0,50,108,1,4,0,3,0,0,62,32,2,25,1,0,0,0,65,1,0,1,0,1,1
33,63,2,74,171,0.0,0.0,19,4,12,5,2,0,14,0,0,0,0,0,0,0,0,0,0,0,150,260,6,28,12,6,6,100,179,108,13,80,4,0,0,1,145,1,0,1,0,1,1
39,12,2,54,26,0.0,0.0,8,4,4,4,0,0,4,0,0,0,3,3,0,3,0,0,3,0,66,436,2,3,0,3,0,3,104,42,3,34,1,2,3,0,120,1,0,1,1,1,1
32,11,2,93,39,0.0,0.0,10,0,10,0,0,0,10,0,0,0,1,1,0,1,0,0,1,0,100,115,0,1,0,0,0,229,30,53,26,52,1,0,0,0,157,1,0,1,1,1,1
19,23,1,59,55,0.0,0.0,11,1,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,38,88,4,3,1,1,1,13,4,17,3,19,2,1,0,2,93,1,0,1,1,1,1
26,70,3,94,253,0.0,0.0,23,0,17,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,40,405,5,41,0,6,0,75,98,135,6,116,3,0,1,4,167,1,0,1,0,1,1
40,66,1,95,255,0.0,0.0,34,2,27,4,3,0,30,0,0,0,15,15,15,0,0,0,15,0,106,476,5,5,1,36,0,59,76,143,7,135,2,0,0,0,162,1,0,1,0,1,1
26,11,1,34,0,0.0,0.0,10,5,6,4,0,0,6,0,0,0,9,9,0,9,0,0,5,0,33,68,4,0,0,1,0,6,8,14,2,17,1,0,0,2,81,1,0,1,0,0,0
16,6,1,19,4,0.0,0.0,4,3,2,2,0,0,2,0,0,0,3,1,0,3,0,0,2,0,19,33,2,2,0,2,0,5,10,9,0,9,2,0,0,0,37,1,0,1,1,0,0
8,2,1,7,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,3,6,0,6,0,2,0,0,27,1,0,1,1,0,0
21,9,1,38,0,0.0,0.0,6,1,4,2,0,0,4,0,0,0,6,6,4,2,0,0,4,0,12,55,2,2,0,1,0,6,11,21,0,20,2,0,0,0,70,1,0,1,1,0,0
31,13,1,56,15,0.0,0.0,10,4,4,6,0,0,4,0,0,0,6,3,0,6,0,0,3,0,38,113,5,1,0,2,0,10,8,31,0,30,1,1,0,5,111,1,0,1,0,0,1
30,11,2,56,9,0.0,0.0,7,1,6,1,0,0,6,0,0,0,4,4,2,2,0,0,2,0,26,78,1,1,0,0,0,8,9,27,0,26,1,1,1,0,79,1,0,1,1,0,0
36,6,1,60,4,0.0,0.0,5,1,3,2,0,0,3,0,0,0,7,7,4,3,0,0,4,0,19,82,2,1,0,2,0,7,15,31,0,31,1,2,0,0,111,1,0,1,1,0,1
2,2,1,3,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0
6,14,1,14,0,0.0,0.0,11,1,10,1,0,0,10,0,0,0,1,0,0,1,0,0,1,0,67,102,0,2,1,0,0,28,222,28,3,19,1,0,0,0,49,1,0,1,0,1,0
13,17,1,53,21,0.0,0.0,7,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,115,0,9,0,1,0,43,24,35,7,35,2,4,0,0,51,1,0,1,1,1,0
6,17,1,9,1,,,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,63,1,2,2,0,1,33,31,38,4,10,1,0,0,0,42,1,0,0,0,1,1
3,2,1,1,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,10,0,0,0,0,0,2,0,2,0,2,0,0,0,0,20,1,0,0,0,0,0
5,1,1,10,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,3,0,4,1,0,0,1,16,1,0,1,0,0,0
7,6,2,24,10,0.0,0.0,5,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,33,1,1,0,0,1,0,24,10,3,9,1,0,0,0,35,1,0,1,1,0,0
27,41,1,63,56,0.0,0.0,13,2,10,3,0,0,12,0,0,0,5,5,0,5,0,0,5,0,44,204,1,8,8,5,0,89,87,59,9,48,3,1,0,0,124,1,0,1,1,1,1
6,7,1,23,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,3,3,8,0,9,0,0,0,4,33,1,0,1,0,0,0
10,88,1,42,160,0.0,0.0,20,9,13,4,0,3,16,0,0,0,2,1,0,1,0,1,1,0,50,276,32,13,38,0,56,16,148,82,51,62,4,1,0,0,101,1,1,1,1,1,1
7,20,1,8,6,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,53,0,1,11,2,2,13,0,10,0,2,1,0,0,0,26,1,0,1,0,1,1
7,39,1,24,15,0.0,0.0,10,3,6,4,0,0,6,0,0,0,1,0,0,0,0,1,0,0,67,90,12,3,12,0,16,2,64,30,23,22,3,0,0,0,50,1,0,1,0,1,0
26,40,1,53,18,0.0,0.0,13,1,10,3,0,0,12,0,0,0,6,6,0,6,0,0,5,0,50,231,2,4,10,5,11,103,133,63,15,53,3,0,0,0,116,1,0,0,1,1,1
2,4,1,8,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,6,6,0,6,0,0,2,0,1,44,0,1,0,0,0,5,9,25,2,19,1,0,0,0,35,1,0,1,0,1,0
4,9,2,8,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,2,0,1,14,43,15,4,4,0,0,0,0,58,1,0,0,0,0,0
4,5,1,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,10,1,0,1,0,0,0,0,12,1,0,0,0,0,0
14,18,2,66,136,0.0,0.0,17,12,6,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,50,116,2,0,0,1,0,5,27,29,6,30,1,0,1,1,97,1,0,1,0,0,0
52,70,2,133,118,0.0,0.0,20,10,10,10,0,0,11,0,0,0,6,6,0,2,0,4,6,0,60,372,8,25,13,11,6,34,118,127,25,112,5,2,0,0,169,1,0,1,1,1,1
15,21,1,27,15,0.0,0.0,15,1,12,3,0,0,12,0,0,0,2,0,0,2,0,0,0,0,47,94,1,5,0,1,0,22,4,20,1,18,1,0,0,0,80,1,0,0,0,1,0
2,13,1,14,45,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,60,1,0,3,0,0,0,32,25,2,29,1,0,0,1,28,1,0,1,1,0,0
24,11,1,35,3,0.0,0.0,6,3,6,0,0,0,7,0,0,0,3,3,0,0,0,3,3,0,47,67,4,2,1,0,0,6,130,22,0,10,1,1,0,0,36,1,0,1,0,0,1
39,33,1,63,316,0.0,0.0,29,8,12,17,0,0,12,0,0,0,7,2,0,7,0,0,2,0,56,247,13,2,0,1,1,8,83,61,11,61,1,0,0,0,126,1,0,1,0,0,1
9,2,1,14,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,14,0,9,0,9,0,0,0,0,29,1,0,1,1,0,0
38,29,1,72,49,0.0,0.0,23,3,9,14,0,0,9,0,0,0,5,4,0,5,0,0,1,0,46,181,15,3,1,2,2,3,39,55,2,57,3,2,0,5,91,1,0,1,1,1,0
13,11,1,45,4,0.0,0.0,4,1,4,0,0,0,4,0,0,0,2,2,1,1,0,0,2,0,21,94,0,6,0,1,1,37,52,28,2,25,1,0,0,0,98,1,0,1,0,1,1
21,24,2,54,3,0.0,0.0,6,1,6,0,0,0,6,0,0,0,2,2,1,1,0,0,2,0,67,187,1,10,4,4,6,59,69,54,10,47,2,0,0,0,128,1,0,1,1,1,1
21,9,1,39,0,0.0,0.0,8,2,7,1,0,0,7,0,0,0,5,5,0,5,0,0,5,0,32,54,0,1,0,1,0,10,9,13,0,13,1,0,0,0,56,1,0,1,0,1,0
41,40,4,99,93,0.0,0.0,18,5,9,8,0,1,10,0,0,0,5,5,0,5,0,0,3,0,59,310,5,14,3,1,3,11,53,85,10,75,5,0,4,4,193,1,3,1,1,1,1
18,6,2,39,9,0.0,0.0,6,1,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,18,84,0,0,0,4,1,13,16,27,7,25,1,0,0,0,68,1,0,1,1,0,1
15,16,3,47,120,0.0,0.0,16,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,52,177,0,0,0,4,0,0,26,52,0,51,1,0,0,1,93,1,0,1,0,0,1
8,2,2,11,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,1,4,7,0,8,0,0,0,1,27,1,0,1,1,0,0
32,39,5,83,139,0.0,0.0,23,1,12,7,0,4,17,0,0,0,9,8,0,6,0,3,8,0,39,256,9,8,0,8,0,49,45,71,17,87,4,0,2,16,150,1,0,1,1,1,0
14,18,2,35,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,83,0,5,4,2,0,9,32,24,4,23,2,0,0,1,74,1,0,1,1,1,1
23,24,2,39,15,0.0,0.0,10,2,6,4,0,0,6,0,0,0,3,3,0,3,0,0,3,0,14,131,2,8,2,2,0,8,33,50,7,48,3,1,0,0,100,1,0,1,0,1,1
28,15,2,54,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,140,0,7,0,3,0,21,21,37,6,43,3,0,1,8,107,1,0,1,0,1,1
13,17,2,30,55,0.0,0.0,11,1,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,91,4,3,1,2,0,3,151,16,0,16,1,0,0,0,58,1,0,1,1,1,1
42,100,1,133,0,0.0,0.0,19,5,15,4,0,0,15,0,0,0,5,3,0,5,0,0,3,0,111,472,5,54,13,2,4,45,251,175,28,169,5,0,0,11,237,1,3,1,1,1,1
20,22,2,61,8,0.0,0.0,8,1,8,0,0,0,8,0,0,0,2,2,1,1,0,0,2,0,77,201,0,10,0,4,4,77,110,61,9,47,2,0,0,0,123,1,0,1,1,1,1
23,9,1,32,0,0.0,0.0,5,2,4,1,0,0,4,0,0,0,2,2,0,2,0,0,0,0,19,77,0,1,1,2,0,13,11,15,0,14,3,0,0,0,71,1,0,1,1,1,1
10,9,1,32,0,0.0,0.0,9,1,9,0,0,0,9,0,0,0,7,7,0,7,0,0,7,0,263,376,0,0,0,0,0,0,728,75,159,30,0,0,0,0,54,1,0,1,1,0,1
2,1,1,4,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,9,8,1,0,1,0,0,0,0,16,1,0,1,0,0,0
11,1,1,15,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,87,0,0,0,0,0,7,3,9,0,7,0,2,0,0,28,1,0,1,1,0,1
11,13,1,19,36,0.0,0.0,9,4,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,377,200,4,4,0,0,0,0,600,83,0,20,1,0,0,0,53,1,0,1,1,0,1
29,42,1,56,0,0.0,0.0,24,4,20,4,0,0,20,0,0,0,13,1,1,12,0,0,12,0,169,352,1,2,2,1,0,82,7,34,0,45,3,0,0,10,81,1,0,1,1,1,1
31,36,1,70,55,0.0,0.0,15,4,9,4,2,0,12,0,0,0,11,11,11,0,0,0,11,0,82,212,4,8,0,0,10,33,68,65,1,59,2,2,0,0,118,1,0,1,0,1,1
16,9,3,26,0,0.0,0.0,6,1,5,1,0,0,5,0,0,0,3,0,0,3,0,0,0,0,8,54,0,1,1,0,0,10,6,14,1,13,2,0,1,0,59,1,0,1,0,0,0
20,65,1,107,376,0.0,0.0,29,15,9,20,0,0,10,0,0,0,1,1,0,1,0,0,1,0,84,317,10,22,0,4,0,10,114,78,17,74,2,0,1,1,112,1,0,1,1,1,1
38,11,1,66,0,0.0,0.0,9,1,7,2,0,0,7,0,0,0,6,2,0,6,0,0,2,0,23,106,0,1,1,1,2,59,57,37,1,36,2,0,0,0,93,1,0,1,1,1,1
45,45,1,99,0,0.0,0.0,19,3,15,4,0,0,15,0,0,0,2,2,0,2,0,0,2,0,145,343,3,21,2,2,0,67,233,154,13,111,2,0,0,2,122,1,0,1,0,1,1
14,17,5,30,0,0.0,0.0,15,0,9,6,0,0,9,0,0,0,2,0,0,2,0,0,1,0,11,125,4,0,0,1,0,5,1,29,1,29,2,0,1,0,66,1,0,1,1,0,0
20,7,1,38,1,0.0,0.0,7,1,5,2,0,0,5,0,0,0,3,3,0,3,0,0,3,0,55,87,0,0,0,0,0,76,49,29,0,26,0,0,0,0,56,1,0,1,1,0,1
14,18,2,42,37,0.0,0.0,11,1,9,2,0,0,9,0,0,0,3,1,0,3,0,0,1,0,7,147,1,2,2,0,1,129,8,50,53,22,2,0,0,1,71,1,0,1,0,1,1
9,16,2,37,49,0.0,0.0,11,4,8,3,0,0,8,0,0,0,4,3,0,4,0,0,3,0,27,101,0,3,0,4,0,20,0,25,1,23,3,0,0,1,75,1,0,1,0,1,0
15,65,1,82,573,0.0,0.0,51,21,26,25,0,0,26,0,0,0,1,1,0,1,0,0,1,0,242,464,19,6,4,4,0,24,442,106,24,99,3,0,0,8,165,1,0,1,1,1,1
2,2,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0
28,68,1,117,153,0.0,0.0,26,6,17,9,0,0,17,0,0,0,5,5,0,5,0,0,4,0,80,386,6,24,2,2,2,69,45,113,21,102,3,6,0,0,204,1,0,1,1,1,1
11,11,2,21,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,55,95,0,7,0,0,0,92,18,15,4,12,1,0,0,0,46,1,0,1,0,1,1
22,19,1,39,3,0.0,0.0,10,9,2,8,0,0,2,0,0,0,4,4,0,4,0,0,3,0,27,87,6,4,0,0,2,4,24,33,9,30,2,0,0,1,65,1,1,1,0,1,0
32,20,2,42,0,0.0,0.0,16,7,13,3,0,0,13,0,0,0,3,1,0,0,0,3,0,0,55,97,6,3,0,2,1,7,57,14,0,16,4,1,0,2,93,1,0,0,0,0,0
34,11,1,54,1,0.0,0.0,7,1,6,1,0,0,6,0,0,0,3,3,0,3,0,0,3,0,35,86,1,3,1,1,1,41,20,41,7,33,2,0,0,0,86,1,0,1,1,1,1
24,5,1,44,0,0.0,0.0,1,0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,17,64,1,3,0,4,1,9,12,34,0,35,4,0,0,3,60,1,0,1,0,1,1
16,4,1,22,6,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,61,0,0,0,0,0,53,0,13,0,13,0,0,0,0,38,1,0,1,0,0,0
10,3,2,19,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,5,38,0,2,0,0,0,13,34,10,6,10,2,0,1,0,56,1,0,0,0,0,0
25,18,3,28,108,0.0,0.0,16,2,9,7,0,0,9,0,0,0,4,2,0,4,0,0,2,0,16,107,5,2,0,2,1,44,106,32,0,32,3,1,1,0,76,17,0,1,0,0,0
42,23,1,99,0,0.0,0.0,14,1,12,2,0,0,12,0,0,0,5,5,5,0,0,0,5,0,47,184,0,5,3,0,2,90,52,56,4,52,4,1,0,0,132,1,0,1,1,1,1
22,24,2,35,45,0.0,0.0,10,2,7,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,12,129,2,10,2,0,0,19,23,40,19,40,3,0,1,0,120,1,0,1,1,1,0
