cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,AR,ET,CTL,VT
10,5,1,23,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,38,0,1,0,0,0,8,17,11,1,11,1,0,0,0,31,1,0,1,1,1,0
21,19,1,59,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,75,1,6,1,0,1,11,75,18,1,19,4,0,0,1,91,1,1,1,1,1,1
11,6,1,33,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,69,0,2,0,0,0,13,32,23,0,23,2,0,0,0,36,1,0,1,1,1,0
14,9,2,33,0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,7,7,0,7,0,0,0,0,8,57,0,3,0,0,0,1,9,16,0,15,2,0,0,1,54,1,0,1,1,1,1
21,17,1,56,72,0.0,0.0,13,0,12,1,0,0,12,0,0,0,3,3,0,3,0,0,3,0,19,207,0,2,1,3,0,57,74,65,1,56,2,1,0,1,142,1,0,1,1,1,1
34,52,1,97,0,0.0,0.0,30,0,27,3,0,0,27,0,0,0,6,2,0,6,0,0,2,0,24,622,1,10,1,8,14,288,228,159,59,154,3,0,5,10,282,1,0,1,1,1,1
2,2,1,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,13,1,1,0,1,0,0,0,1,14,1,0,1,0,0,0
7,4,1,16,6,0.0,0.0,4,1,3,1,0,0,3,0,0,0,1,1,0,1,0,0,1,0,10,54,1,0,0,0,0,25,12,10,0,10,0,0,0,1,23,1,0,1,1,0,0
11,5,1,23,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,128,0,0,0,5,0,129,9,26,0,25,1,0,0,0,41,1,0,1,1,0,1
7,3,1,11,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,4,32,0,0,0,0,0,0,33,5,0,5,0,0,0,0,16,1,0,1,1,0,0
6,15,1,17,13,0.0,0.0,6,1,5,1,0,0,5,0,0,0,1,1,0,1,0,0,1,0,2,119,0,9,0,0,0,43,214,20,7,18,2,0,0,0,54,1,0,1,0,1,0
6,15,1,17,13,0.0,0.0,6,1,5,1,0,0,5,0,0,0,1,1,0,1,0,0,1,0,2,119,0,9,0,0,0,43,214,20,7,18,2,0,0,0,54,1,0,1,1,0,0
7,5,1,9,6,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,51,1,1,0,0,0,0,77,13,0,9,1,0,0,0,17,1,0,1,0,1,0
7,5,1,9,6,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,51,1,1,0,0,0,0,77,13,0,9,1,0,0,0,17,1,0,1,1,0,0
7,4,1,12,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,36,0,3,0,0,0,6,16,28,6,22,2,0,0,0,39,1,0,1,1,1,1
17,16,1,21,26,0.0,0.0,9,0,7,0,2,0,9,0,0,0,4,1,0,4,0,0,1,0,3,86,2,7,7,0,0,15,66,26,4,26,1,0,0,3,64,1,0,1,1,1,1
3,6,1,10,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,6,3,0,6,0,0,3,0,0,42,0,0,0,0,0,3,4,10,0,6,0,0,0,1,40,1,0,1,1,0,0
24,20,1,61,21,0.0,0.0,7,4,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,125,3,8,3,3,0,39,42,31,3,26,3,1,0,0,121,1,0,1,0,0,0
29,61,1,130,0,0.0,0.0,34,1,24,10,0,0,24,0,0,0,3,0,0,3,0,0,0,0,77,410,4,18,6,4,1,66,185,127,40,113,4,0,0,5,271,1,0,1,1,1,1
3,2,1,4,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,0,1,0,0,0,1,8,3,0,3,1,0,1,0,15,1,0,1,1,1,0
22,30,1,79,210,0.0,0.0,21,1,20,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,53,239,1,9,0,2,2,82,167,84,11,84,3,0,0,5,107,1,0,1,1,1,1
11,21,1,33,148,0.0,0.0,20,0,20,0,0,0,20,0,0,0,1,0,0,1,0,0,0,0,122,325,0,1,0,0,0,27,157,118,20,118,1,0,0,17,67,1,0,1,1,1,1
7,3,2,11,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,34,0,2,0,0,0,0,5,11,2,10,1,0,1,0,31,1,0,1,1,1,0
2,1,1,6,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,4,0,4,0,0,0,0,13,1,0,1,1,0,0
2,2,1,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,5,4,0,4,0,0,0,0,14,1,0,1,0,0,0
3,6,1,11,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,0,0,10,8,0,8,0,0,0,4,29,1,0,1,1,0,0
10,3,1,17,3,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,1,11,8,0,8,0,0,0,1,49,1,0,1,0,0,0
6,2,1,9,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,2,6,0,6,0,0,0,0,23,1,0,1,1,0,0
7,4,1,23,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,69,0,0,0,0,0,30,32,20,3,16,0,0,0,0,36,1,0,1,1,0,0
13,6,1,22,0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,5,31,1,2,0,0,0,2,6,8,4,8,1,0,0,0,27,1,0,1,1,1,0
11,18,1,30,55,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,114,0,5,0,2,0,70,67,40,2,40,2,0,0,5,96,1,0,1,1,1,1
3,24,1,4,276,0.0,0.0,24,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,41,0,0,0,0,0,0,0,0,36,1,0,1,1,0,0
7,8,1,14,0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,7,7,0,7,0,0,7,0,0,73,0,0,0,0,0,22,0,8,0,8,0,0,0,3,52,1,0,1,1,0,1
2,4,1,1,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,4,14,1,0,0,0,0,0
7,16,1,38,85,0.0,0.0,15,0,11,4,0,0,11,0,0,0,16,0,0,16,0,0,16,0,48,239,0,1,0,0,1,0,208,53,1,49,1,0,0,2,84,1,0,1,1,0,1
2,2,1,8,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,25,3,6,0,6,0,0,0,0,24,1,0,1,0,0,0
8,6,1,16,0,0.0,0.0,6,0,4,2,0,0,4,0,0,0,7,5,0,7,0,0,5,0,5,39,1,0,0,0,0,15,2,7,1,7,0,0,0,0,54,1,0,1,0,0,0
3,4,2,9,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,30,0,2,0,0,0,0,3,7,0,7,1,0,1,0,16,1,0,1,1,1,0
6,6,1,22,15,0.0,0.0,6,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,49,0,0,0,0,0,2,23,12,1,12,0,0,0,0,27,1,0,1,1,0,0
9,9,1,15,19,0.0,0.0,7,0,5,2,0,0,5,0,0,0,4,0,0,4,0,0,0,0,6,48,2,1,0,0,0,8,4,15,5,15,2,0,0,0,46,1,0,1,0,0,0
6,17,1,25,28,0.0,0.0,8,1,6,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,9,107,0,7,3,0,6,16,48,31,14,29,2,0,0,0,62,1,0,1,0,1,0
2,3,1,9,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,13,0,1,0,1,0,0,0,2,14,1,0,1,1,0,0
5,4,1,9,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,3,21,0,0,0,0,0,18,2,7,2,7,0,0,0,2,56,1,0,1,0,0,0
2,2,1,10,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,4,0,9,0,11,0,0,0,4,19,1,0,1,0,0,0
4,7,1,17,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,92,0,0,0,0,0,0,59,10,5,10,0,0,0,0,24,1,0,1,1,0,0
5,6,1,9,8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,14,45,0,0,0,0,0,14,12,8,0,3,0,0,0,0,27,1,0,1,0,1,1
14,63,1,149,1326,0.0,0.0,52,1,44,7,0,1,45,0,0,0,0,0,0,0,0,0,0,0,207,590,3,2,2,10,3,213,208,131,11,126,3,0,1,15,265,1,0,1,1,1,1
3,5,1,15,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,42,0,0,1,0,0,0,25,18,0,17,1,0,0,1,36,1,0,1,1,1,1
2,7,1,7,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,3,0,3,0,0,3,0,4,56,0,0,0,6,0,6,0,8,5,8,2,0,0,1,38,1,0,1,1,0,0
3,3,1,11,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,15,12,4,0,4,0,0,0,2,19,1,0,1,0,0,0
2,5,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,26,0,2,0,0,1,0,22,8,4,8,3,0,0,0,18,1,0,1,1,1,0
2,4,1,16,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,63,0,0,0,3,0,4,3,11,0,17,2,0,0,5,19,1,0,1,1,0,0
2,7,1,9,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,81,0,0,0,0,0,100,3,14,0,14,0,0,0,0,32,1,0,1,0,0,1
3,1,1,6,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,1,0,0,2,3,0,3,1,0,0,0,16,1,0,0,0,0,0
3,1,1,6,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,19,3,1,3,0,0,0,0,15,1,0,1,1,0,0
3,3,1,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,19,0,1,0,0,0,4,7,7,4,7,1,0,0,0,19,1,0,1,1,1,0
3,3,1,7,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,19,0,1,0,0,0,4,8,7,4,7,1,0,0,0,20,1,0,1,0,1,0
5,3,2,4,3,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,16,2,0,2,0,0,0,0,13,1,0,1,1,0,0
5,3,2,4,3,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,16,2,0,2,0,0,0,0,13,1,0,1,1,0,0
3,4,1,7,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,17,3,1,3,0,0,0,1,26,1,0,1,1,0,0
3,4,1,7,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,17,3,1,3,0,0,0,1,26,1,0,1,1,0,0
4,9,1,22,36,0.0,0.0,9,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,0,0,4,25,8,0,8,0,0,0,0,26,1,0,1,1,0,0
5,6,1,13,3,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,42,0,1,0,1,0,5,4,11,3,11,2,0,2,0,42,1,0,1,1,1,0
2,1,1,1,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0
2,6,1,12,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,47,0,0,0,0,0,17,0,19,0,29,0,0,0,16,26,1,0,1,0,0,0
5,4,1,11,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,4,38,4,0,4,0,0,0,0,40,1,0,1,1,0,0
4,6,1,13,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,48,0,0,0,0,0,14,36,11,0,11,0,0,0,10,42,1,0,1,1,0,1
5,11,1,34,55,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,63,85,0,0,0,0,0,35,38,38,0,38,0,0,0,4,45,1,0,1,1,0,0
4,15,1,13,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,44,0,9,0,1,0,36,4,12,2,12,2,0,0,0,45,1,0,1,0,1,0
4,8,1,16,28,0.0,0.0,8,0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,151,1,0,0,0,0,148,75,24,0,18,0,0,0,0,23,1,0,1,1,0,1
3,1,1,4,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,8,7,10,0,10,0,0,0,0,21,1,0,1,1,0,0
5,3,1,8,1,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,0,0,3,0,0,0,0,3,21,0,0,0,0,0,6,1,7,2,7,0,0,0,0,61,1,0,1,0,0,0
13,5,1,15,10,0.0,0.0,5,4,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,15,38,4,0,0,0,0,21,19,8,0,9,1,0,0,3,48,1,0,1,0,0,0
6,16,1,26,55,0.0,0.0,11,1,9,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,15,136,1,1,0,4,0,92,12,17,0,15,1,0,0,2,48,1,0,1,1,0,1
2,3,1,7,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,5,0,0,1,0,0,0,1,18,1,0,1,1,0,0
17,28,6,51,253,0.0,0.0,23,0,21,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30,408,1,1,0,4,1,264,2,76,6,71,2,0,5,3,120,1,0,1,1,0,1
3,11,1,11,55,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,73,0,0,0,0,0,24,0,13,0,13,0,0,0,8,30,1,0,1,0,0,0
6,9,1,12,0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,8,8,1,0,0,8,0,9,93,0,0,0,0,0,20,1,29,0,29,0,0,1,0,51,1,0,1,0,0,0
20,55,1,77,820,0.0,0.0,41,0,39,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,123,413,0,8,0,4,0,498,124,91,16,91,2,1,2,6,181,1,0,1,1,1,1
8,11,1,27,0,0.0,0.0,11,1,10,1,0,0,10,0,0,0,10,0,0,10,0,0,0,0,24,82,1,0,0,0,0,19,0,21,0,21,0,0,0,0,45,1,0,1,0,0,0
5,7,2,10,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,3,46,0,0,0,0,0,13,0,9,0,9,0,0,1,0,24,1,0,1,0,0,0
6,12,3,42,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,138,0,6,0,0,0,8,31,26,6,30,1,0,2,5,54,1,0,1,1,1,1
3,7,1,14,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,58,0,0,0,0,0,0,36,16,0,16,0,0,0,2,35,1,0,1,1,0,0
4,11,1,18,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,30,0,2,0,0,1,4,2,5,2,5,2,0,0,2,96,1,0,1,1,1,0
5,4,1,17,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,24,0,0,0,0,0,3,28,0,0,0,0,0,0,0,22,17,0,1,0,0,0
6,6,1,10,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,47,0,0,0,2,0,5,77,10,1,10,1,0,0,0,49,1,0,1,1,0,0
4,6,1,10,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,48,0,0,0,0,0,4,12,8,0,8,0,0,0,0,17,1,0,1,0,0,0
5,12,8,13,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,43,0,3,2,0,0,8,1,8,1,6,2,0,1,0,40,1,0,1,1,1,0
11,7,1,30,21,0.0,0.0,7,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,94,3,0,0,0,0,9,29,33,4,33,0,0,0,0,38,1,0,1,1,0,0
5,19,1,19,19,0.0,0.0,14,0,14,0,0,0,14,0,0,0,1,0,0,1,0,0,0,0,9,93,0,1,2,0,0,6,46,24,5,16,2,0,0,11,61,1,0,1,0,1,1
5,3,1,20,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,6,6,0,6,0,0,6,0,8,32,0,1,0,0,0,16,32,16,0,16,1,0,0,8,44,1,0,1,1,1,0
3,3,1,6,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,54,11,3,0,3,0,0,0,0,16,1,0,1,1,0,0
8,2,1,11,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,58,0,0,0,0,1,48,0,7,0,5,0,0,1,0,24,1,0,1,0,0,1
11,2,1,34,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,66,4,0,0,0,0,3,25,14,0,18,1,0,0,7,40,1,0,1,1,0,1
33,124,2,214,0,0.0,0.0,63,1,37,18,7,1,45,0,1,0,7,2,0,1,6,0,2,0,57,798,17,33,7,9,6,158,161,168,22,162,3,5,1,13,420,1,0,1,1,1,1
3,1,1,18,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,1,15,3,0,6,1,0,0,3,21,1,0,1,1,0,1
23,16,1,48,36,0.0,0.0,9,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,130,3,1,0,1,0,37,5,28,1,26,2,1,1,3,113,1,0,1,1,1,0
2,1,1,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,3,0,3,0,0,0,0,12,1,0,1,1,0,0
11,7,1,26,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,91,0,0,0,0,0,23,1,29,0,26,0,0,1,0,59,1,0,1,1,0,1
2,3,1,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,2,0,33,2,0,0,0,1,0,0,0,27,1,0,1,0,0,0
4,6,1,11,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,70,0,0,0,1,0,65,0,19,0,9,1,0,0,0,39,1,0,1,1,0,0
3,3,1,7,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,18,0,0,0,0,0,10,0,3,0,3,0,0,0,1,23,1,0,1,1,0,0
12,35,1,45,68,0.0,0.0,17,0,9,8,0,0,9,0,0,0,5,4,0,5,0,0,4,0,37,200,6,12,5,1,0,75,6,70,3,34,4,0,0,0,81,1,1,1,1,1,1
13,8,1,14,0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,5,2,0,5,0,0,2,0,2,33,1,0,1,0,0,9,4,12,1,12,0,0,0,1,50,1,0,0,0,0,0
8,10,1,23,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,8,45,0,0,0,0,0,19,9,11,1,11,0,0,0,3,45,1,0,1,1,0,0
8,3,1,24,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,45,0,1,0,0,0,26,4,24,0,24,1,0,0,0,90,1,0,1,1,1,1
10,6,1,16,0,0.0,0.0,6,0,5,1,0,0,5,0,0,0,5,4,0,5,0,0,4,0,1,53,1,0,0,0,0,46,2,22,2,15,0,0,0,9,53,1,0,1,0,0,1
22,7,1,43,15,0.0,0.0,6,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,76,6,0,0,1,0,7,14,20,3,25,1,0,0,6,68,1,0,1,0,0,1
12,7,1,17,4,0.0,0.0,5,0,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,22,57,0,2,0,0,0,25,9,18,3,18,1,0,0,0,42,1,0,1,0,0,1
9,37,1,52,372,0.0,0.0,28,0,19,9,0,0,19,0,0,0,1,0,0,1,0,0,0,0,19,185,3,6,1,2,0,64,13,41,10,41,1,0,0,1,108,1,0,1,1,1,1
3,10,1,13,45,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,34,0,19,2,19,0,0,0,1,43,1,0,1,1,0,0
15,20,1,24,0,0.0,0.0,12,0,9,3,0,0,12,0,0,0,6,5,0,6,0,0,5,0,5,121,3,0,4,0,1,33,4,25,4,23,0,2,0,2,117,1,0,1,1,0,0
9,55,1,39,65,0.0,0.0,14,9,5,9,0,0,5,0,0,0,3,3,0,3,0,0,3,0,60,156,6,15,6,0,4,70,25,46,18,46,7,0,0,0,95,1,0,1,0,1,1
4,19,1,41,43,0.0,0.0,10,6,4,6,0,0,4,0,0,0,2,2,0,2,0,0,2,0,17,106,4,2,5,0,0,58,19,37,12,37,3,0,0,2,73,1,0,1,1,0,0
10,22,1,29,56,0.0,0.0,13,8,5,8,0,0,8,0,0,0,15,15,0,15,0,0,15,0,33,110,7,2,1,1,4,45,8,32,13,32,1,0,0,0,101,1,0,1,0,1,0
3,7,1,9,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,26,0,2,2,1,0,13,5,1,1,1,2,0,0,0,18,1,0,1,0,1,0
10,11,1,39,21,0.0,0.0,7,2,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,94,1,1,3,0,0,61,10,34,11,34,2,0,0,2,66,1,0,1,0,1,1
3,1,1,12,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0,1,1,0,0
3,2,1,10,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,39,0,0,0,0,0,3,0,6,0,6,0,1,0,0,25,1,1,1,1,0,0
3,2,1,9,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,39,0,0,0,0,0,3,0,6,0,6,0,1,0,0,21,1,1,1,1,0,0
5,4,1,14,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,43,0,0,0,0,0,27,0,9,0,9,0,0,0,1,51,1,2,1,1,0,0
19,38,1,56,219,0.0,0.0,27,0,23,4,0,0,23,0,0,0,1,0,0,1,0,0,1,0,40,298,2,1,1,5,8,83,8,98,8,80,1,0,0,3,119,1025,0,1,1,1,1
3,9,1,11,28,0.0,0.0,8,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,72,0,0,0,1,0,73,0,5,0,5,1,0,0,0,34,1,0,1,1,0,0
7,16,1,26,27,0.0,0.0,14,0,11,3,0,0,11,0,0,0,8,6,0,7,0,1,6,0,11,100,2,1,1,0,0,180,0,20,7,19,1,0,0,1,421,1,0,1,1,0,0
13,10,1,19,0,0.0,0.0,8,1,6,0,0,2,8,0,0,0,2,0,0,2,0,0,2,0,1,47,0,0,0,0,0,35,0,2,1,2,1,0,0,0,36,1,0,1,0,1,0
15,9,1,55,28,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,236,0,0,0,1,0,81,67,34,0,34,1,7,0,0,68,1,0,1,1,0,1
8,8,1,22,0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,5,0,0,5,0,0,5,0,2,78,0,0,0,0,0,26,9,29,1,29,0,0,0,1,58,1,0,1,1,0,1
17,17,2,38,0,0.0,0.0,16,0,15,1,0,0,15,0,0,0,5,1,0,5,0,0,5,0,27,195,1,1,0,1,0,8,72,56,2,56,1,0,1,0,97,1,0,1,0,0,0
48,68,1,142,0,0.0,0.0,65,3,62,3,0,0,62,0,0,0,6,4,0,6,0,0,6,0,177,527,0,2,0,8,0,280,49,134,42,165,1,1,0,22,191,1,0,1,1,0,1
6,1,2,4,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,1,3,4,0,4,0,0,1,0,14,1,0,1,0,0,0
17,18,1,32,0,0.0,0.0,13,1,13,0,0,0,13,0,0,0,6,2,1,5,0,0,5,0,25,159,1,0,5,0,0,36,0,44,5,45,1,0,0,0,121,1,0,1,0,1,1
