cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,AR,ET,CTL,VT
8,6,1,12,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,3,0,0,37,0,0,0,0,0,6,4,7,0,7,0,0,0,2,45,1,0,1,1,0,0
4,7,1,15,9,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,21,35,0,0,0,0,0,0,10,9,2,9,0,0,0,1,54,1,0,1,1,0,0
3,4,1,8,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,4,1,2,0,2,0,0,0,1,21,1,0,1,1,0,0
18,26,1,70,0,0.0,0.0,26,0,24,2,0,0,24,0,0,0,31,8,0,31,0,0,31,0,68,335,0,0,0,0,6,43,92,41,26,41,0,0,0,11,205,1,0,1,1,0,1
14,25,1,42,0,0.0,0.0,22,1,18,4,0,0,18,0,0,0,16,8,1,15,0,0,14,0,31,216,2,0,3,0,0,95,0,100,8,99,1,0,0,13,146,1,0,1,0,0,0
11,4,1,19,0,0.0,0.0,4,0,2,2,0,0,2,0,0,0,9,6,0,9,0,0,9,0,8,46,0,0,0,0,0,12,0,16,0,16,0,0,0,0,66,1,0,0,0,0,0
7,4,1,15,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,8,4,0,8,0,0,8,0,0,39,0,0,0,0,0,2,4,8,0,8,0,0,0,2,56,1,0,0,1,0,0
49,42,1,94,0,0.0,0.0,27,1,22,5,0,0,22,0,0,0,24,12,2,22,0,0,16,0,36,263,3,0,0,2,0,49,17,56,2,57,2,0,1,0,180,1,0,1,0,1,0
18,23,1,17,0,0.0,0.0,12,0,11,1,0,0,11,0,0,0,3,0,0,3,0,0,1,0,30,165,1,11,0,0,0,9,133,73,10,65,1,0,0,0,68,1,0,1,1,1,0
24,13,1,25,0,0.0,0.0,13,0,13,0,0,0,13,0,0,0,3,0,0,3,0,0,0,0,9,74,0,0,0,0,7,8,5,16,0,17,0,0,0,5,70,1,0,1,0,0,0
21,8,1,28,0,0.0,0.0,8,0,7,1,0,0,7,0,0,0,8,0,0,8,0,0,5,0,10,73,0,0,0,0,0,3,32,10,0,11,0,0,0,0,47,1,0,0,0,0,0
21,14,1,25,0,0.0,0.0,14,0,14,0,0,0,14,0,0,0,3,0,0,3,0,0,0,0,4,86,0,0,0,0,8,12,0,16,0,18,0,0,0,5,66,1,0,1,1,0,0
9,5,1,19,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,2,33,0,0,0,0,0,6,1,1,0,2,0,0,0,0,31,1,0,1,0,0,0
15,9,1,33,0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,0,0,4,0,0,0,0,55,80,0,0,0,0,0,66,91,8,0,11,0,0,0,0,37,1,0,1,1,0,0
23,12,1,23,4,0.0,0.0,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,4,75,0,0,0,0,6,10,2,18,0,20,0,0,0,5,68,1,0,1,0,0,0
8,4,1,16,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,2,0,2,0,0,2,0,4,26,0,0,0,0,0,2,1,10,0,10,0,0,0,2,36,1,0,1,0,0,0
14,3,2,10,3,0.0,0.0,3,0,1,0,0,2,3,0,0,0,1,1,0,1,0,0,1,0,5,18,2,0,0,1,0,7,15,2,1,2,1,0,0,0,42,1,0,1,1,0,0
11,6,1,22,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,3,53,0,0,0,0,0,33,20,15,3,15,0,0,0,0,56,1,0,1,1,0,0
13,7,1,21,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,1,0,19,36,0,1,0,0,0,13,6,9,1,9,1,0,0,1,44,1,0,1,1,0,0
14,4,2,13,6,0.0,0.0,4,0,2,0,0,2,4,0,0,0,1,1,0,1,0,0,1,0,7,29,2,0,0,1,0,15,35,3,1,3,1,0,0,0,46,1,0,1,1,0,0
20,17,2,37,21,0.0,0.0,7,0,3,3,0,1,4,0,0,0,1,0,0,1,0,0,1,0,7,313,1,0,8,15,0,99,142,61,12,50,2,0,0,0,86,1,0,1,1,1,1
18,26,1,34,86,0.0,0.0,21,0,20,1,0,0,20,0,0,0,10,0,0,10,0,0,9,0,64,108,1,1,0,0,0,15,110,36,0,36,1,0,0,0,91,1,0,1,1,0,0
50,33,1,84,0,0.0,0.0,23,0,20,3,0,0,20,0,0,0,7,0,0,7,0,0,1,0,56,204,1,9,0,0,0,52,33,37,2,37,2,0,0,8,128,1,0,1,0,1,0
6,2,1,10,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,3,15,0,0,0,0,0,2,11,7,0,7,0,0,0,0,31,1,0,1,0,0,0
16,28,1,31,0,0.0,0.0,23,0,21,2,0,0,21,0,0,0,8,4,0,8,0,0,5,0,3,238,1,5,0,0,4,23,196,49,38,46,1,0,0,0,124,1,0,1,1,1,0
13,9,1,18,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,6,1,0,6,0,0,4,0,10,63,0,2,0,0,0,10,0,14,0,14,1,3,0,1,57,1,0,1,1,1,0
11,6,1,22,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,3,53,0,0,0,0,0,33,20,15,3,15,0,0,0,0,55,1,0,1,1,0,0
25,20,1,59,0,0.0,0.0,13,1,12,1,0,0,12,0,0,0,1,0,0,1,0,0,1,0,41,103,0,7,0,0,0,27,16,24,0,24,1,0,0,1,59,1,0,1,1,1,0
18,29,1,44,29,0.0,0.0,22,0,22,0,0,0,22,0,0,0,10,0,0,10,0,0,10,0,67,120,0,2,0,0,0,9,162,41,9,41,1,0,0,0,88,1,0,1,1,1,0
25,20,1,40,0,0.0,0.0,19,0,18,1,0,0,18,0,0,0,7,0,0,7,0,0,7,0,13,129,1,1,0,0,0,7,24,19,0,19,1,0,0,0,78,1,0,1,1,1,0
23,16,1,42,0,0.0,0.0,16,0,15,1,0,0,15,0,0,0,8,0,0,8,0,0,5,0,11,120,0,0,0,0,0,1,23,8,0,10,0,0,0,0,47,1,0,0,0,0,0
44,60,1,104,0,0.0,0.0,46,1,42,4,0,0,42,0,0,0,27,16,2,25,0,0,19,0,36,318,3,0,0,0,1,48,56,59,2,61,1,0,1,20,154,1,0,1,1,1,0
4,16,1,18,120,0.0,0.0,16,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,18,122,0,0,0,0,0,10,109,56,21,56,0,0,0,0,48,1,0,1,1,0,0
5,9,1,16,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,5,4,0,5,0,0,5,0,7,32,0,0,1,0,0,5,22,11,4,11,0,0,0,0,57,1,0,1,1,0,1
11,13,1,25,0,0.0,0.0,12,0,12,0,0,0,12,0,0,0,5,0,0,5,0,0,3,0,13,54,0,1,0,0,0,14,6,11,4,11,1,0,0,6,52,1,0,1,1,0,0
24,50,1,32,30,0.0,0.0,9,0,5,4,0,0,5,0,0,0,1,0,0,1,0,0,1,0,2,214,2,5,0,6,0,45,12,48,6,17,3,3,0,0,141,1,0,1,1,1,0
26,11,1,20,0,0.0,0.0,11,2,8,2,0,1,9,0,0,0,8,4,0,4,0,4,5,0,40,102,3,0,0,0,0,46,105,34,54,34,0,0,0,0,96,1,0,1,1,0,0
20,10,1,33,0,0.0,0.0,10,0,9,1,0,0,9,0,0,0,7,0,0,7,0,0,4,0,16,86,0,0,0,0,0,1,33,9,0,10,0,0,0,0,47,1,0,0,1,0,0
9,5,1,14,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,3,0,3,0,0,3,0,9,39,0,0,0,0,0,5,3,21,2,23,0,0,0,1,55,1,0,1,1,0,0
21,12,1,22,4,0.0,0.0,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,4,69,0,0,0,0,6,6,0,14,0,16,0,0,0,5,60,1,0,1,0,0,0
13,52,1,58,0,0.0,0.0,35,1,30,4,0,1,31,0,0,0,4,0,0,1,0,3,4,0,83,346,3,15,0,0,1,37,211,109,16,116,2,0,0,7,147,1,0,1,1,1,1
16,13,1,23,0,0.0,0.0,12,0,12,0,0,0,12,0,0,0,6,0,0,6,0,0,5,0,20,78,0,0,0,1,0,26,34,20,0,20,1,0,0,5,80,1,0,1,0,0,0
5,9,1,32,0,0.0,0.0,8,1,7,0,0,1,8,0,0,0,1,0,0,1,0,0,1,0,16,105,0,1,0,5,0,4,24,28,0,28,2,0,0,2,80,1,0,1,1,0,0
48,35,1,82,94,0.0,0.0,25,1,17,6,0,2,19,2,0,0,10,0,1,6,0,3,5,0,77,249,7,2,0,1,0,62,153,83,6,71,2,0,0,0,157,1025,0,1,1,1,1
7,8,1,11,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,1,0,2,50,0,2,0,2,0,17,1,11,0,11,1,0,0,0,34,1,0,1,1,1,0
4,4,1,11,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,31,0,2,0,0,0,10,21,7,0,7,1,0,0,0,38,1,0,1,0,1,0
7,12,1,27,0,0.0,0.0,12,0,12,0,0,0,12,0,0,0,11,0,0,11,0,0,11,0,21,222,0,0,0,0,0,9,19,43,0,43,0,0,0,0,60,1,0,1,1,0,1
22,6,2,25,13,0.0,0.0,6,0,3,0,0,3,6,0,0,0,1,1,0,1,0,0,1,0,21,70,2,0,0,0,3,31,71,14,20,8,0,0,0,0,62,1,0,1,1,0,1
16,28,1,31,0,0.0,0.0,23,0,21,2,0,0,21,0,0,0,8,4,0,8,0,0,5,0,3,238,1,5,0,0,4,23,196,49,38,46,1,0,0,0,124,1,0,1,1,1,0
32,15,1,43,0,0.0,0.0,10,0,9,1,0,0,10,0,0,0,13,9,0,13,0,0,11,0,15,114,0,0,0,2,0,21,13,27,0,26,2,0,0,0,110,1,0,1,0,1,0
43,48,1,107,0,0.0,0.0,36,1,31,5,0,0,31,0,0,0,24,13,2,22,0,0,16,0,26,265,4,0,0,0,0,42,11,51,2,53,1,0,1,11,163,1,0,1,1,1,0
10,7,1,17,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,7,0,17,39,0,0,0,0,0,2,10,16,4,16,0,0,0,0,33,1,0,1,1,0,0
5,3,1,6,1,0.0,0.0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,4,0,4,0,0,0,0,26,1,0,1,1,0,0
18,17,1,46,0,0.0,0.0,16,0,16,0,0,0,16,0,0,0,6,0,0,6,0,0,3,0,49,168,0,1,0,0,1,24,136,24,6,24,1,4,0,1,103,1,0,1,0,1,1
25,15,1,28,0,0.0,0.0,15,0,15,0,0,0,15,0,0,0,3,0,0,3,0,0,0,0,9,91,0,0,0,0,9,14,11,18,0,19,0,0,0,5,76,1,0,1,1,0,0
15,31,1,47,0,0.0,0.0,29,0,29,0,0,0,29,0,0,0,7,1,0,7,0,0,2,0,114,223,0,0,0,2,0,140,113,58,8,58,1,0,0,5,123,1,0,1,0,0,0
2,6,1,16,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,37,0,0,0,1,0,13,2,1,0,1,1,0,0,0,29,1,0,1,1,0,0
25,19,1,37,0,0.0,0.0,19,0,18,1,0,0,18,0,0,0,9,0,0,9,0,0,9,0,13,124,1,0,0,0,0,9,32,16,0,16,0,0,0,0,72,1,0,1,0,0,0
4,4,1,11,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,3,0,4,0,4,0,0,0,0,26,1,0,1,1,0,0
23,32,1,38,0,0.0,0.0,32,0,30,2,0,0,30,0,0,0,5,0,0,5,0,0,1,0,23,222,2,0,0,0,0,179,6,25,0,25,0,3,0,11,99,1,0,1,0,0,0
26,14,2,44,20,0.0,0.0,9,0,5,1,0,3,8,0,0,0,3,2,0,3,0,0,3,0,233,192,3,5,0,1,1,58,245,27,291,17,2,0,0,0,97,1,0,1,1,1,1
41,48,1,93,0,0.0,0.0,37,0,31,5,0,1,32,0,0,0,10,3,0,6,0,4,6,0,31,462,6,11,0,1,0,153,24,102,2,81,1,0,4,8,232,1,0,1,1,1,1
46,36,1,91,0,0.0,0.0,27,1,25,2,0,0,26,0,0,0,22,13,1,21,0,0,16,0,50,230,2,0,0,0,0,59,37,43,12,44,1,0,1,8,155,1,0,1,1,1,0
25,13,2,44,0,0.0,0.0,9,0,8,0,1,0,9,0,0,0,3,0,0,3,0,0,2,0,8,112,1,4,0,0,0,41,21,28,0,27,1,0,0,1,58,1,0,1,1,1,1
21,11,1,24,0,0.0,0.0,10,0,9,1,0,0,9,0,0,0,5,0,0,5,0,0,4,0,41,93,1,0,1,0,0,65,3,15,0,6,1,0,0,2,64,1,0,1,1,0,0
8,3,1,13,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,2,0,2,0,0,2,0,3,23,0,0,0,0,0,3,0,10,0,10,0,0,0,1,37,1,0,1,0,0,0
11,5,1,20,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,13,40,0,0,0,0,0,26,7,3,0,5,0,0,0,0,35,1,0,1,0,0,0
8,14,1,13,66,0.0,0.0,12,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,55,0,2,0,0,0,23,4,13,3,13,2,0,0,11,61,1,0,1,0,1,0
21,33,1,48,528,0.0,0.0,33,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,57,135,0,0,0,0,4,40,28,30,0,30,0,0,0,17,62,1,0,1,1,0,0
7,4,1,9,1,0.0,0.0,3,1,2,1,0,0,2,0,0,0,4,3,0,4,0,0,3,0,8,24,2,0,0,1,0,6,3,4,0,4,1,0,0,0,41,1,0,1,1,0,0
18,3,2,29,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,28,0,2,0,1,0,3,4,11,1,11,2,0,0,0,29,1,0,1,1,1,1
3,6,1,5,13,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,2,32,0,0,0,0,0,12,0,9,0,9,0,0,0,3,35,1,0,1,0,0,0
48,112,2,105,799,0.0,0.0,90,0,80,10,0,0,80,0,0,0,4,0,0,4,0,0,4,0,78,723,8,6,0,15,4,577,41,159,28,181,2,1,2,32,226,1,0,1,0,0,1
48,112,2,105,799,0.0,0.0,90,0,80,10,0,0,80,0,0,0,4,0,0,4,0,0,4,0,78,723,8,6,0,15,4,577,41,159,28,181,2,1,2,32,226,1,0,1,0,1,0
7,4,1,10,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,23,0,2,1,0,0,3,7,8,1,8,2,0,0,0,28,1,0,1,0,0,1
7,4,1,10,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,23,0,2,1,0,0,3,7,8,1,8,2,0,0,0,28,1,0,1,0,1,0
13,6,1,23,2,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,7,55,0,0,0,2,0,22,12,10,1,9,1,0,0,0,60,1,0,1,0,0,0
10,20,1,36,116,0.0,0.0,17,0,11,6,0,0,11,0,0,0,1,0,0,1,0,0,0,0,2,129,4,1,0,1,1,77,7,19,1,19,2,0,0,4,66,1,5,1,0,1,0
3,3,1,12,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,12,1,6,1,6,0,0,0,0,27,1,0,1,1,0,0
6,15,1,18,78,0.0,0.0,13,1,12,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,48,132,0,1,0,1,0,75,1,14,0,33,2,0,0,19,47,1,0,1,0,0,0
3,6,1,9,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,33,0,0,0,1,0,33,1,0,0,0,1,0,0,0,22,1,0,1,0,0,0
4,11,1,12,21,0.0,0.0,7,1,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,57,1,0,0,0,4,10,90,0,0,0,1,0,0,0,24,1,0,1,1,0,0
6,5,1,10,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,51,0,0,0,0,0,38,1,5,0,5,1,0,0,8,19,1,0,0,0,0,0
5,13,1,13,78,0.0,0.0,13,0,12,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0,0,148,1,3,1,3,1,0,0,11,79,1,0,0,0,0,0
6,5,1,3,6,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,29,0,1,0,0,0,16,1,0,0,0,1,0,0,5,16,1,0,0,0,1,0
7,6,1,24,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,45,0,0,0,2,0,77,4,9,1,9,1,0,0,0,33,1,0,1,0,0,0
9,6,1,22,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,50,0,0,0,1,0,7,0,15,0,15,2,0,0,0,37,17,0,1,1,1,0
9,3,1,13,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,25,0,1,0,0,0,1,3,11,0,11,1,0,0,1,31,0,0,1,1,1,0
35,92,1,179,3321,0.0,0.0,82,1,81,1,0,0,81,0,0,0,0,0,0,0,0,0,0,0,316,1519,3,3,6,0,0,119,752,549,99,548,2,0,0,23,273,1,0,1,1,1,1
5,5,1,11,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,4,0,5,60,0,0,0,0,0,0,34,19,2,19,0,0,0,0,33,1,0,1,1,0,0
18,60,1,94,0,0.0,0.0,60,0,57,3,0,0,57,0,0,0,8,0,0,8,0,0,7,0,107,784,3,0,0,0,0,0,334,255,17,255,0,0,0,44,109,1,0,1,1,0,1
10,3,1,15,1,0.0,0.0,3,0,2,1,0,0,2,0,0,0,5,0,0,5,0,0,5,0,5,31,1,0,0,0,0,0,16,8,1,8,0,0,0,0,33,0,0,1,1,0,0
9,4,1,19,4,0.0,0.0,4,0,3,1,0,0,3,0,0,0,5,0,0,4,0,1,4,0,8,36,1,0,0,0,0,0,22,9,1,9,0,0,0,2,43,1,0,1,1,0,0
16,17,1,65,0,0.0,0.0,14,0,12,1,0,1,13,0,0,0,5,2,0,3,0,2,5,0,30,269,3,1,0,0,1,37,122,97,28,106,2,2,1,11,110,0,0,1,1,1,1
16,4,1,30,3,0.0,0.0,3,0,2,1,0,0,2,0,0,0,2,1,0,2,0,0,2,0,9,46,2,1,0,0,0,1,5,16,0,18,1,0,0,2,54,0,0,1,1,1,1
12,4,1,33,0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,9,45,0,1,0,0,0,10,15,22,1,24,1,0,0,3,55,0,0,1,1,1,1
5,1,1,15,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,10,8,5,0,5,0,0,0,0,17,0,0,1,1,0,1
7,5,1,15,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,8,105,0,0,0,0,0,0,66,24,0,24,0,0,0,0,36,0,0,1,1,0,1
18,11,1,38,0,0.0,0.0,10,0,8,2,0,0,8,0,0,0,8,0,0,8,0,0,6,0,10,160,2,0,1,0,0,86,111,21,0,15,1,0,0,0,68,1,0,1,1,0,1
18,14,1,48,34,0.0,0.0,9,5,4,2,0,3,7,0,0,0,1,1,0,1,0,0,1,0,18,82,7,4,1,0,0,1,18,24,4,24,2,0,0,2,61,17,0,1,1,1,0
2,6,1,18,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,2,0,0,0,15,19,2,19,0,0,0,2,34,0,0,1,1,0,0
3,2,1,9,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,5,0,5,0,0,0,0,20,0,0,1,1,0,0
10,3,1,14,1,0.0,0.0,3,0,2,1,0,0,2,0,0,0,4,0,0,4,0,0,4,0,5,29,1,0,0,0,0,0,15,7,3,7,0,0,0,0,31,1,0,1,1,0,0
9,13,1,17,0,0.0,0.0,13,0,12,1,0,0,12,0,0,0,5,0,0,5,0,0,5,0,34,112,1,0,0,0,0,0,22,29,0,29,0,0,0,5,53,1,0,1,1,0,0
6,4,1,14,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,15,39,0,0,1,0,0,1,5,14,1,13,1,0,0,0,28,1,0,1,1,0,1
5,1,1,5,0,,,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,4,21,0,0,0,0,0,0,7,6,0,6,0,0,0,0,16,0,0,1,0,0,0
27,57,1,80,0,0.0,0.0,44,1,40,4,0,0,40,0,0,0,3,0,0,3,0,0,2,0,50,560,2,10,0,19,0,10,298,139,30,133,3,0,1,13,147,1,0,1,1,1,1
13,18,1,34,0,0.0,0.0,18,0,16,2,0,0,16,0,0,0,4,0,0,4,0,0,4,0,59,179,2,0,0,0,0,2,102,46,0,46,0,0,1,3,91,1,0,1,1,0,0
9,3,1,18,1,0.0,0.0,3,0,2,1,0,0,2,0,0,0,5,0,0,2,0,3,2,0,7,34,1,0,0,0,0,0,14,9,3,9,0,0,0,0,33,0,0,1,1,0,0
37,15,1,47,105,0.0,0.0,15,2,12,2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,21,220,2,0,0,1,0,138,127,73,9,73,1,1,1,2,126,1,0,1,1,0,1
5,2,1,11,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,0,1,0,9,4,1,0,1,1,0,1,0,33,1,0,1,0,0,0
3,2,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,24,1,5,0,5,0,0,0,0,30,1,0,1,0,0,1
5,3,1,8,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,14,18,0,0,0,0,0,20,9,1,1,1,0,0,0,0,27,1,0,1,0,0,0
18,18,1,40,0,0.0,0.0,17,0,16,1,0,0,16,0,0,0,11,5,0,11,0,0,10,0,56,146,0,1,0,0,1,35,48,38,2,37,1,0,0,3,108,1,0,1,0,0,0
7,1,1,14,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,29,0,0,0,2,0,17,2,3,0,3,2,0,0,0,25,1,0,1,1,0,0
4,5,1,17,6,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,29,1,1,0,0,0,28,12,4,0,7,1,0,0,4,27,1,0,1,0,1,0
4,4,1,19,1,0.0,0.0,3,0,3,0,0,0,4,0,0,0,3,3,0,3,0,0,3,0,7,45,0,0,0,0,0,13,28,9,0,9,0,0,0,0,32,1,0,1,0,0,0
14,23,1,22,55,0.0,0.0,11,3,8,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,35,161,0,6,2,0,3,0,132,62,3,59,2,0,0,3,71,1,0,1,0,1,1
3,1,1,4,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,2,0,2,0,0,0,0,15,1,0,1,1,0,0
8,11,1,7,55,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,9,1,17,0,17,0,0,0,4,30,1,0,1,0,0,0
6,1,1,10,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,6,4,3,1,3,0,0,0,1,31,1,1,1,1,0,0
8,1,1,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,9,21,0,0,0,0,0,0,0,32,1,0,1,0,0,1
39,17,1,52,120,0.0,0.0,16,1,14,2,0,0,14,0,0,0,1,1,0,1,0,0,1,0,12,318,1,1,0,13,0,228,206,98,4,98,1,0,1,2,161,1,0,1,1,0,1
4,4,1,8,6,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0,0,32,1,3,1,3,0,0,0,0,34,1,0,1,1,0,0
5,5,1,15,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,2,0,0,28,1,9,0,9,0,0,0,1,32,1,0,1,1,0,0
3,1,1,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,20,1,0,1,0,0,0
5,3,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,24,0,0,0,4,0,47,19,4,0,4,2,0,0,0,35,1,0,1,1,0,0
16,14,1,49,16,0.0,0.0,9,0,7,2,0,0,7,0,0,0,6,5,0,6,0,0,6,0,25,179,1,3,2,0,0,3,122,57,1,58,2,0,1,6,90,1,2,1,1,1,1
14,3,1,16,0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,5,4,0,5,0,0,5,0,8,47,1,0,0,0,0,1,34,21,1,21,0,0,0,1,75,1,0,1,1,0,1
15,14,1,50,55,0.0,0.0,11,0,5,6,0,0,5,0,0,0,4,4,0,4,0,0,4,0,31,131,4,3,0,6,0,8,39,49,9,49,2,0,0,6,81,1,1,1,1,1,1
